Id,CreationDate,ClosedDate,DeletionDate,Score,OwnerUserId,AnswerCount
19065,2008-08-20T23:15:00Z,NA,2008-08-21T01:59:30Z,0,NA,4
19084,2008-08-20T23:38:25Z,2015-09-17T17:03:47Z,2015-09-17T17:03:59Z,4,NA,11
19089,2008-08-20T23:46:13Z,NA,NA,3,233,6
19096,2008-08-20T23:54:10Z,2015-12-09T04:23:37Z,NA,4,1463,7
19112,2008-08-21T00:12:44Z,2010-11-29T03:00:18Z,2010-12-04T00:06:16Z,4,NA,0
19113,2008-08-21T00:14:56Z,NA,NA,4,1043,4
19114,2008-08-21T00:16:16Z,NA,2008-08-23T20:46:57Z,-9,NA,4
19122,2008-08-21T00:20:34Z,NA,NA,28,306,3
19127,2008-08-21T00:24:15Z,NA,NA,3,364,5
19131,2008-08-21T00:27:56Z,NA,2008-08-24T15:38:04Z,1,NA,7
19132,2008-08-21T00:28:00Z,NA,NA,366,NA,18
19147,2008-08-21T00:33:59Z,NA,NA,452,483,31
19151,2008-08-21T00:36:11Z,NA,NA,364,145,6
19155,2008-08-21T00:38:37Z,2013-10-12T16:40:41Z,2013-12-09T06:14:08Z,51,NA,33
19162,2008-08-21T00:46:52Z,NA,NA,14,1852,1
19164,2008-08-21T00:47:22Z,2013-10-12T10:33:13Z,2016-09-05T11:52:58Z,66,NA,16
19173,2008-08-21T00:56:45Z,NA,NA,6,2031,4
19185,2008-08-21T01:15:00Z,NA,NA,3,1185,3
19193,2008-08-21T01:28:06Z,NA,NA,6,2222,2
19201,2008-08-21T01:45:23Z,2013-03-17T22:49:55Z,NA,29,1965,26
19207,2008-08-21T01:54:39Z,2009-11-03T04:20:45Z,2010-04-30T03:04:19Z,5,NA,0
19218,2008-08-21T02:14:55Z,NA,2008-09-04T17:12:47Z,5,NA,-1
19235,2008-08-21T02:31:16Z,2011-09-04T05:25:36Z,NA,8,1782,8
19236,2008-08-21T02:33:48Z,NA,NA,8,1965,8
19245,2008-08-21T02:43:23Z,NA,NA,4,1100,3
19257,2008-08-21T02:58:40Z,NA,2008-09-06T09:15:56Z,5,NA,-2
19260,2008-08-21T03:00:24Z,NA,2008-08-21T14:33:39Z,-2,NA,6
19280,2008-08-21T03:20:05Z,NA,NA,16,184,6
19294,2008-08-21T03:33:25Z,NA,NA,2,1894,6
19295,2008-08-21T03:36:38Z,NA,NA,6,1310,4
19305,2008-08-21T03:46:40Z,NA,2008-09-11T10:31:49Z,-4,NA,0
19314,2008-08-21T03:58:11Z,NA,NA,13,1436,9
19318,2008-08-21T04:07:59Z,NA,NA,3,419,3
19327,2008-08-21T04:18:32Z,NA,2008-08-24T15:13:09Z,6,NA,6
19339,2008-08-21T04:29:07Z,NA,NA,275,680,6
19347,2008-08-21T04:46:02Z,2013-01-04T00:56:30Z,NA,10,396,10
19349,2008-08-21T04:50:13Z,NA,NA,3,49,5
19353,2008-08-21T04:56:33Z,NA,NA,21,536,6
19355,2008-08-21T04:59:53Z,NA,NA,3,708,5
19358,2008-08-21T05:02:08Z,NA,NA,1,446497,3
19387,2008-08-21T05:57:14Z,NA,NA,6,2237,8
19388,2008-08-21T05:57:59Z,NA,NA,5,2238,7
19401,2008-08-21T06:14:17Z,NA,NA,1,1478,1
19409,2008-08-21T06:20:08Z,NA,NA,7,61,6
19412,2008-08-21T06:28:49Z,NA,NA,353,473,24
19427,2008-08-21T06:51:48Z,NA,2008-09-14T10:07:06Z,5,NA,0
19433,2008-08-21T07:06:38Z,2014-04-25T13:12:56Z,NA,4,1915,3
19436,2008-08-21T07:13:24Z,NA,NA,4,1013,2
19437,2008-08-21T07:16:16Z,NA,NA,9,1199387,5
19442,2008-08-21T07:26:27Z,2011-02-15T19:56:23Z,NA,21,479,2
19445,2008-08-21T07:29:46Z,2013-07-27T21:29:30Z,NA,0,713,13
19448,2008-08-21T07:33:10Z,NA,NA,1,1043,4
19454,2008-08-21T07:49:56Z,NA,NA,16,832,5
19458,2008-08-21T07:58:10Z,NA,NA,1,NA,2
19461,2008-08-21T08:02:12Z,NA,NA,5,1384652,2
19466,2008-08-21T08:06:06Z,NA,NA,14,115,5
19471,2008-08-21T08:10:14Z,NA,NA,1,260,1
19474,2008-08-21T08:17:41Z,NA,2008-08-24T15:12:53Z,1,NA,4
19481,2008-08-21T08:25:46Z,NA,NA,18,1193,10
19487,2008-08-21T08:32:34Z,NA,NA,20,5,8
19493,2008-08-21T08:42:17Z,NA,NA,35,1174,1
19497,2008-08-21T08:51:41Z,NA,2008-09-11T10:26:06Z,-14,NA,-1
19516,2008-08-21T09:12:00Z,NA,NA,3,366,4
19517,2008-08-21T09:23:56Z,NA,NA,6,4367,2
19518,2008-08-21T09:25:04Z,NA,2008-08-21T09:29:19Z,0,NA,3
19519,2008-08-21T09:25:33Z,NA,NA,3,834,10
19529,2008-08-21T09:30:44Z,NA,2008-08-24T15:15:24Z,0,NA,3
19532,2008-08-21T09:34:59Z,NA,2008-10-09T07:49:16Z,0,NA,0
19534,2008-08-21T09:37:18Z,NA,2008-08-24T15:14:46Z,-8,NA,7
19538,2008-08-21T09:41:20Z,NA,2008-08-24T15:15:11Z,-3,NA,4
19551,2008-08-21T09:53:59Z,2012-03-01T19:48:18Z,2012-08-22T00:25:29Z,11,NA,9
19553,2008-08-21T09:57:26Z,NA,NA,8,1163,11
19573,2008-08-21T10:11:49Z,NA,2008-08-24T15:15:03Z,0,NA,6
19589,2008-08-21T10:27:59Z,NA,NA,54,1297,5
19604,2008-08-21T10:53:54Z,2015-09-29T23:19:09Z,NA,28,1929,10
19608,2008-08-21T10:55:15Z,NA,2008-08-28T05:22:35Z,1,NA,0
19611,2008-08-21T10:58:40Z,NA,NA,16,1630,4
19630,2008-08-21T11:29:47Z,NA,2008-08-28T05:05:57Z,2,NA,-1
19639,2008-08-21T11:40:13Z,NA,2008-08-21T11:41:53Z,-1,NA,2
19642,2008-08-21T11:42:41Z,2012-07-03T13:28:10Z,2013-07-10T01:46:55Z,33,NA,25
19653,2008-08-21T11:47:11Z,NA,NA,1,33,3
19654,2008-08-21T11:48:03Z,2017-04-06T07:56:05Z,NA,5,1951,8
19656,2008-08-21T11:49:08Z,NA,NA,6,2260,4
19659,2008-08-21T11:51:39Z,NA,2008-08-21T16:22:38Z,-8,NA,4
19682,2008-08-21T12:02:46Z,2009-12-24T15:47:16Z,2009-12-24T15:47:36Z,30,NA,12
19701,2008-08-21T12:16:14Z,NA,2008-09-14T10:08:11Z,1,NA,0
19708,2008-08-21T12:22:44Z,NA,NA,0,497,2
19709,2008-08-21T12:22:45Z,2011-09-04T05:24:51Z,2013-12-09T06:13:51Z,5,NA,15
19713,2008-08-21T12:24:23Z,NA,NA,11,1228,1
19714,2008-08-21T12:24:45Z,NA,2008-11-28T16:35:29Z,0,NA,0
19721,2008-08-21T12:28:47Z,NA,NA,3,2086,4
19723,2008-08-21T12:30:38Z,NA,2008-08-24T15:14:35Z,4,NA,5
19725,2008-08-21T12:30:49Z,NA,NA,12,2266,3
19728,2008-08-21T12:31:54Z,NA,NA,9,1683,5
19744,2008-08-21T12:36:42Z,NA,NA,2,1545,2
19746,2008-08-21T12:37:23Z,NA,NA,47,909,4
19756,2008-08-21T12:45:05Z,2015-02-12T20:14:20Z,2015-02-16T18:14:43Z,4,NA,14
19758,2008-08-21T12:45:26Z,2014-06-03T12:50:38Z,NA,66,NA,15
19766,2008-08-21T12:49:12Z,NA,NA,25,1827,9
19772,2008-08-21T12:53:46Z,2012-09-18T23:09:01Z,NA,89,1490,10
19773,2008-08-21T12:54:18Z,NA,NA,3,1100,4
19786,2008-08-21T12:59:45Z,NA,NA,2,1075,4
19787,2008-08-21T12:59:53Z,NA,NA,24,277,5
19790,2008-08-21T13:00:56Z,NA,NA,8,1688440,3
19797,2008-08-21T13:04:06Z,2008-08-21T13:15:20Z,2008-08-21T13:15:55Z,-3,NA,2
19801,2008-08-21T13:04:16Z,2011-10-25T16:09:13Z,2012-02-23T20:13:22Z,45,NA,0
19803,2008-08-21T13:05:21Z,NA,NA,1,91,3
19837,2008-08-21T13:17:44Z,NA,NA,3,1915,3
19838,2008-08-21T13:17:50Z,NA,NA,6,2148,3
19842,2008-08-21T13:19:54Z,2011-09-21T22:18:49Z,2011-10-16T20:53:48Z,11,NA,0
19843,2008-08-21T13:20:05Z,NA,NA,12,2275,12
19852,2008-08-21T13:23:09Z,NA,NA,28,2084,4
19871,2008-08-21T13:31:19Z,NA,2008-08-21T13:43:12Z,-5,NA,12
19876,2008-08-21T13:32:42Z,2013-04-10T06:26:08Z,2013-08-01T22:38:19Z,2,NA,6
19883,2008-08-21T13:34:43Z,NA,NA,19,287,12
19884,2008-08-21T13:34:43Z,NA,2008-08-21T14:11:15Z,-12,NA,7
19893,2008-08-21T13:35:46Z,NA,NA,88,1288,13
19906,2008-08-21T13:38:10Z,NA,2008-11-28T16:33:51Z,1,NA,0
19907,2008-08-21T13:38:13Z,2012-07-03T17:37:54Z,2012-07-03T17:37:56Z,13,NA,21
19933,2008-08-21T13:44:48Z,NA,NA,7,2260,4
19941,2008-08-21T13:46:58Z,NA,NA,18,2285,3
19952,2008-08-21T13:50:35Z,NA,NA,2,482,4
19953,2008-08-21T13:51:33Z,NA,NA,0,2285,1
19956,2008-08-21T13:53:35Z,NA,NA,2,436255,1
19958,2008-08-21T13:54:30Z,2013-01-26T16:05:34Z,2013-01-29T21:25:28Z,6,NA,13
19963,2008-08-21T13:56:06Z,NA,NA,10,1030,3
19970,2008-08-21T13:58:25Z,NA,NA,2,2286,3
19984,2008-08-21T14:01:59Z,NA,2008-08-24T15:14:17Z,1,NA,3
19988,2008-08-21T14:02:56Z,NA,NA,0,2293,6
19990,2008-08-21T14:04:11Z,NA,2008-08-24T15:36:55Z,19,NA,12
19995,2008-08-21T14:04:55Z,NA,NA,111,184,18
20003,2008-08-21T14:06:44Z,NA,NA,13,686,2
20021,2008-08-21T14:10:25Z,NA,NA,9,2077,6
20031,2008-08-21T14:12:18Z,2012-07-12T17:21:33Z,2012-07-12T17:21:36Z,8,NA,4
20034,2008-08-21T14:13:11Z,2012-12-14T02:39:31Z,NA,24,1471,7
20040,2008-08-21T14:14:53Z,NA,NA,4,1011,5
20047,2008-08-21T14:18:41Z,NA,NA,79,1,22
20054,2008-08-21T14:21:55Z,NA,NA,5,1190,7
20059,2008-08-21T14:23:53Z,2011-03-04T02:27:51Z,NA,45,269,46
20061,2008-08-21T14:24:25Z,NA,NA,15,271,9
20063,2008-08-21T14:24:41Z,NA,NA,106,1335,13
20079,2008-08-21T14:28:57Z,NA,2008-08-24T15:13:59Z,1,NA,4
20081,2008-08-21T14:29:48Z,NA,NA,4,726,6
20084,2008-08-21T14:30:53Z,NA,NA,75,832,7
20088,2008-08-21T14:31:50Z,NA,NA,45,1870,10
20107,2008-08-21T14:36:41Z,NA,NA,9,437,10
20127,2008-08-21T14:41:31Z,NA,NA,8,486,7
20146,2008-08-21T14:50:03Z,2012-07-28T13:29:37Z,NA,13,2260,3
20148,2008-08-21T14:50:52Z,NA,NA,731,2013,26
20156,2008-08-21T14:55:48Z,NA,NA,161,383,16
20168,2008-08-21T14:59:48Z,NA,NA,4,271,5
20173,2008-08-21T15:02:53Z,NA,NA,7,1975,5
20180,2008-08-21T15:09:38Z,NA,2011-07-17T11:21:34Z,5,NA,0
20183,2008-08-21T15:11:56Z,NA,2008-08-21T15:43:31Z,-1,NA,5
20185,2008-08-21T15:12:48Z,NA,NA,5,392,9
20198,2008-08-21T15:14:44Z,NA,NA,13,40,5
20201,2008-08-21T15:15:41Z,NA,NA,0,1744,1
20206,2008-08-21T15:16:45Z,NA,NA,47,1940,5
20207,2008-08-21T15:16:53Z,NA,NA,3,206,5
20227,2008-08-21T15:25:22Z,NA,NA,55,1486,5
20232,2008-08-21T15:26:42Z,2012-07-28T13:50:52Z,2012-10-24T18:24:49Z,4,NA,19
20233,2008-08-21T15:27:23Z,NA,NA,1,2313,2
20245,2008-08-21T15:30:28Z,NA,NA,7,1801,5
20249,2008-08-21T15:31:45Z,NA,NA,3,1907,2
20262,2008-08-21T15:34:46Z,NA,NA,5,769,5
20263,2008-08-21T15:34:55Z,NA,NA,46,1982,7
20267,2008-08-21T15:36:24Z,NA,NA,13,1436,10
20272,2008-08-21T15:39:07Z,NA,NA,1,1105,4
20281,2008-08-21T15:41:02Z,NA,NA,3,1351,2
20286,2008-08-21T15:42:20Z,NA,NA,2,722,1
20288,2008-08-21T15:43:18Z,NA,2008-08-28T05:22:19Z,0,NA,0
20298,2008-08-21T15:45:24Z,NA,NA,36,2260,8
20307,2008-08-21T15:48:03Z,NA,2008-08-24T15:13:52Z,1,NA,8
20309,2008-08-21T15:48:56Z,2012-09-20T18:45:02Z,NA,4,1874,4
20321,2008-08-21T15:53:23Z,NA,NA,9,744,11
20322,2008-08-21T15:54:14Z,NA,NA,11,1585,7
20326,2008-08-21T15:55:12Z,NA,NA,4,1782,5
20327,2008-08-21T15:55:43Z,2012-08-28T16:59:29Z,NA,24,42,14
20336,2008-08-21T15:57:36Z,NA,NA,7,2171,7
20346,2008-08-21T15:59:39Z,NA,NA,183,1595,11
20363,2008-08-21T16:04:31Z,NA,NA,53,NA,7
20376,2008-08-21T16:08:34Z,NA,NA,52,1100,7
20386,2008-08-21T16:11:34Z,2012-04-18T18:24:35Z,NA,20,380,14
20389,2008-08-21T16:12:45Z,NA,NA,5,1453,7
20391,2008-08-21T16:12:53Z,NA,NA,5,1946,3
20392,2008-08-21T16:12:58Z,NA,NA,4,2086,4
20420,2008-08-21T16:18:41Z,NA,NA,39,1120,5
20426,2008-08-21T16:20:12Z,NA,NA,1,1343,2
20439,2008-08-21T16:25:00Z,NA,2008-10-25T08:16:00Z,-6,NA,-1
20446,2008-08-21T16:29:01Z,NA,2008-08-24T15:38:50Z,3,NA,6
20448,2008-08-21T16:29:24Z,2011-10-25T16:09:08Z,2012-02-05T10:46:57Z,19,NA,0
20450,2008-08-21T16:30:49Z,NA,NA,9,1508,4
20463,2008-08-21T16:35:20Z,NA,NA,163,1797,12
20465,2008-08-21T16:36:12Z,NA,NA,6,940,3
20467,2008-08-21T16:38:29Z,NA,NA,6,1490,5
20478,2008-08-21T16:42:13Z,NA,NA,1,2016,6
20484,2008-08-21T16:45:48Z,NA,NA,10,71,10
20507,2008-08-21T16:54:34Z,2012-09-19T16:43:03Z,2013-01-13T02:22:40Z,37,NA,31
20510,2008-08-21T16:55:09Z,NA,NA,3,1638,6
20511,2008-08-21T16:55:17Z,NA,NA,3,1574,5
20522,2008-08-21T16:59:15Z,NA,NA,2,1769,1
20529,2008-08-21T17:01:20Z,2013-12-03T16:25:11Z,NA,67,2329,23
20533,2008-08-21T17:03:25Z,2012-04-02T19:34:54Z,NA,164,1384652,39
20555,2008-08-21T17:10:28Z,2011-11-15T00:34:40Z,2012-02-23T20:13:00Z,6,NA,0
20564,2008-08-21T17:13:40Z,NA,NA,50,20,30
20575,2008-08-21T17:17:51Z,NA,NA,1,2104,6
20586,2008-08-21T17:21:01Z,NA,NA,51,373,6
20587,2008-08-21T17:21:21Z,NA,NA,9,1950,6
20597,2008-08-21T17:26:18Z,NA,NA,1,2025,3
20598,2008-08-21T17:26:23Z,NA,NA,6,572,6
20611,2008-08-21T17:31:27Z,NA,NA,33,1965,6
20627,2008-08-21T17:39:03Z,NA,NA,6,547,7
20658,2008-08-21T17:52:09Z,NA,NA,6,1490,8
20663,2008-08-21T17:56:10Z,NA,NA,36,1793,10
20674,2008-08-21T18:02:04Z,NA,NA,12,1190,6
20675,2008-08-21T18:02:48Z,NA,NA,18,357,4
20684,2008-08-21T18:07:33Z,NA,NA,7,689,3
20696,2008-08-21T18:13:01Z,NA,NA,2,1084,2
20702,2008-08-21T18:16:55Z,2013-12-20T18:41:03Z,2014-08-18T01:21:09Z,70,NA,15
20709,2008-08-21T18:23:18Z,2013-02-22T16:26:36Z,2013-09-09T20:07:03Z,25,NA,22
20718,2008-08-21T18:29:42Z,NA,NA,5,533,5
20722,2008-08-21T18:30:49Z,NA,NA,11,375,6
20728,2008-08-21T18:35:04Z,NA,NA,13,1321,2
20731,2008-08-21T18:35:57Z,NA,NA,340,25,8
20734,2008-08-21T18:37:15Z,NA,NA,49,2286,13
20735,2008-08-21T18:37:31Z,2013-05-19T06:00:33Z,2013-11-10T17:14:55Z,54,NA,36
20744,2008-08-21T18:42:14Z,NA,NA,3,1215,4
20751,2008-08-21T18:44:37Z,NA,2008-08-21T18:47:29Z,-1,NA,3
20757,2008-08-21T18:46:32Z,2011-11-08T21:22:04Z,2011-11-08T21:22:18Z,-3,NA,0
20762,2008-08-21T18:47:49Z,NA,NA,65,2029,12
20765,2008-08-21T18:49:01Z,NA,NA,1,1194,1
20778,2008-08-21T18:51:52Z,NA,NA,24,1288,4
20782,2008-08-21T18:55:15Z,NA,NA,1,1360,2
20783,2008-08-21T18:56:00Z,2012-01-14T19:43:55Z,2012-01-21T01:19:21Z,2,NA,0
20787,2008-08-21T18:57:59Z,NA,NA,13,381,4
20788,2008-08-21T18:58:51Z,2014-05-19T08:48:21Z,NA,31,2134,14
20791,2008-08-21T19:00:04Z,NA,NA,5,2348,3
20794,2008-08-21T19:00:52Z,NA,NA,15,1892,7
20797,2008-08-21T19:01:28Z,NA,NA,25,1048,6
20807,2008-08-21T19:03:31Z,NA,2008-08-21T19:06:02Z,0,NA,3
20811,2008-08-21T19:05:20Z,NA,NA,0,1340,3
20814,2008-08-21T19:05:34Z,NA,NA,2,1490,1
20819,2008-08-21T19:07:30Z,NA,2008-08-27T00:53:35Z,-3,NA,0
20821,2008-08-21T19:08:01Z,NA,NA,4,1363,3
20830,2008-08-21T19:10:25Z,2009-08-04T16:20:14Z,2009-08-24T22:27:43Z,177,NA,0
20840,2008-08-21T19:12:59Z,NA,NA,5,357,4
20841,2008-08-21T19:13:00Z,NA,NA,5,179,5
20850,2008-08-21T19:16:27Z,2015-07-24T07:46:52Z,NA,2,1120,2
20852,2008-08-21T19:16:51Z,NA,NA,3,1164871,3
20853,2008-08-21T19:16:55Z,2012-09-27T06:37:31Z,2013-01-13T11:47:44Z,69,NA,24
20856,2008-08-21T19:18:05Z,2016-01-03T12:44:16Z,NA,219,459,6
20861,2008-08-21T19:19:47Z,NA,NA,5,1436,6
20863,2008-08-21T19:20:17Z,NA,2008-08-21T19:23:43Z,0,NA,NA
20876,2008-08-21T19:25:33Z,NA,NA,0,109,3
20878,2008-08-21T19:25:51Z,NA,2008-08-24T15:28:51Z,3,NA,3
20880,2008-08-21T19:26:44Z,NA,NA,7,75,1
20882,2008-08-21T19:26:48Z,NA,NA,18,1946,7
20899,2008-08-21T19:29:47Z,NA,NA,0,1042,1
20905,2008-08-21T19:31:37Z,NA,2008-08-21T19:56:29Z,0,NA,2
20910,2008-08-21T19:34:00Z,NA,NA,71,1226,22
20912,2008-08-21T19:34:47Z,NA,NA,0,1372,2
20922,2008-08-21T19:39:43Z,2012-08-24T12:38:40Z,NA,50,1782,43
20923,2008-08-21T19:39:44Z,NA,NA,2,636,2
20926,2008-08-21T19:41:07Z,NA,NA,12,2078,5
20927,2008-08-21T19:41:57Z,NA,NA,7,1914,3
20952,2008-08-21T19:49:31Z,NA,NA,14,2338,3
20954,2008-08-21T19:49:55Z,2008-08-21T19:58:05Z,2008-08-21T20:22:45Z,1,NA,NA
20958,2008-08-21T19:50:42Z,NA,NA,256,437,14
20959,2008-08-21T19:50:44Z,NA,NA,7,1490,5
20965,2008-08-21T19:53:15Z,2009-12-24T15:26:35Z,2010-03-23T18:38:04Z,0,NA,0
20981,2008-08-21T19:56:58Z,2011-06-26T18:36:15Z,2016-02-01T20:55:39Z,99,NA,31
20993,2008-08-21T19:59:57Z,NA,NA,8,1610,8
20998,2008-08-21T20:00:59Z,NA,NA,5,76,2
21027,2008-08-21T20:07:59Z,NA,NA,203,2277,12
21034,2008-08-21T20:10:22Z,NA,2008-08-24T15:40:25Z,2,NA,2
21046,2008-08-21T20:15:58Z,NA,2008-08-24T15:38:41Z,5,NA,6
21052,2008-08-21T20:20:22Z,NA,NA,20,392,2
21060,2008-08-21T20:22:50Z,NA,NA,1,1782,3
21064,2008-08-21T20:25:27Z,2008-08-22T13:40:12Z,2013-01-27T23:28:51Z,38,NA,65
21068,2008-08-21T20:26:17Z,NA,2011-10-24T18:43:11Z,13,NA,0
21075,2008-08-21T20:27:04Z,2012-05-05T19:02:40Z,2012-05-05T19:02:53Z,1,NA,8
21078,2008-08-21T20:27:15Z,NA,NA,185,2358,15
21091,2008-08-21T20:29:48Z,NA,NA,7,1793,9
21117,2008-08-21T20:35:14Z,2008-08-21T20:36:10Z,2008-08-21T20:37:16Z,0,NA,2
21133,2008-08-21T20:40:38Z,NA,NA,210,305,13
21137,2008-08-21T20:43:29Z,NA,NA,30,1875,4
21156,2008-08-21T20:53:17Z,NA,2008-09-14T10:25:35Z,11,NA,0
21159,2008-08-21T20:54:40Z,2012-02-04T14:57:43Z,2012-02-04T14:57:59Z,8,NA,0
21165,2008-08-21T20:58:05Z,2012-02-21T02:15:25Z,2012-04-30T07:17:47Z,19,NA,19
21172,2008-08-21T21:00:47Z,NA,2008-08-28T05:09:19Z,0,NA,0
21174,2008-08-21T21:01:52Z,2015-06-23T20:05:42Z,NA,13,1759,3
21184,2008-08-21T21:03:39Z,NA,NA,15,83,2
21205,2008-08-21T21:10:57Z,NA,2008-08-24T15:28:41Z,1,NA,4
21207,2008-08-21T21:12:01Z,NA,NA,31,1562,4
21211,2008-08-21T21:13:37Z,NA,NA,0,2197,2
21229,2008-08-21T21:28:20Z,NA,NA,1,1344,3
21232,2008-08-21T21:30:21Z,NA,NA,2,83,2
21243,2008-08-21T21:38:43Z,NA,NA,0,484,1
21245,2008-08-21T21:40:24Z,NA,2008-08-24T15:39:45Z,1,NA,7
21262,2008-08-21T21:46:07Z,NA,NA,3,1692,1
21265,2008-08-21T21:47:24Z,NA,NA,9,2328,15
21274,2008-08-21T21:52:17Z,2012-07-31T15:59:56Z,NA,14,1363,9
21276,2008-08-21T21:53:00Z,NA,2008-08-24T15:28:30Z,8,NA,4
21280,2008-08-21T21:54:56Z,NA,NA,20,2147,6
21288,2008-08-21T21:56:23Z,2012-12-20T18:54:12Z,NA,309,2011,12
21294,2008-08-21T21:59:31Z,NA,NA,110,1341,19
21301,2008-08-21T22:01:58Z,2009-09-15T20:05:52Z,2010-10-21T05:55:46Z,4,NA,11
21303,2008-08-21T22:02:58Z,NA,NA,50,1556,5
21306,2008-08-21T22:04:04Z,NA,NA,0,2362,2
21347,2008-08-21T22:28:59Z,NA,NA,0,2313,1
21353,2008-08-21T22:36:15Z,NA,NA,4,708,1
21355,2008-08-21T22:38:06Z,NA,NA,4,2313,1
21360,2008-08-21T22:40:48Z,NA,2008-08-24T15:39:17Z,3,NA,12
21373,2008-08-21T22:50:30Z,NA,2008-08-24T15:27:55Z,4,NA,9
21388,2008-08-21T23:01:30Z,NA,NA,29,2363,10
21391,2008-08-21T23:02:57Z,NA,2008-08-24T15:27:40Z,2,NA,6
21396,2008-08-21T23:07:11Z,NA,2008-08-24T15:27:32Z,1,NA,10
21404,2008-08-21T23:13:05Z,NA,NA,1,1747,2
21411,2008-08-21T23:17:41Z,NA,NA,15,1693,3
21422,2008-08-21T23:23:52Z,NA,NA,2,2050,7
21432,2008-08-21T23:32:08Z,NA,2008-08-21T23:44:01Z,0,NA,2
21437,2008-08-21T23:36:14Z,NA,NA,4,1975,15
21448,2008-08-21T23:42:39Z,NA,NA,7,2375,5
21449,2008-08-21T23:42:44Z,NA,NA,10,2045,8
21454,2008-08-21T23:48:08Z,NA,NA,69,2019,8
21460,2008-08-21T23:51:10Z,NA,NA,9,2019,4
21461,2008-08-21T23:51:23Z,NA,NA,8,1343,3
21464,2008-08-21T23:53:36Z,2012-10-25T17:38:35Z,NA,9,2305,7
21475,2008-08-22T00:00:33Z,NA,2011-10-24T18:42:59Z,23,NA,0
21486,2008-08-22T00:10:48Z,2011-10-25T20:31:29Z,2012-02-27T13:44:11Z,10,NA,0
21489,2008-08-22T00:13:06Z,NA,NA,7,2281,6
21506,2008-08-22T00:24:06Z,2008-09-10T10:22:13Z,2008-09-26T14:25:48Z,20,NA,0
21511,2008-08-22T00:25:30Z,NA,2008-08-24T14:39:41Z,6,NA,2
21514,2008-08-22T00:29:05Z,NA,NA,5,2383,5
21529,2008-08-22T00:39:26Z,NA,2008-08-22T01:02:30Z,0,NA,3
21547,2008-08-22T00:58:55Z,NA,NA,63,369,14
21558,2008-08-22T01:13:15Z,NA,NA,273,1556,10
21560,2008-08-22T01:16:26Z,NA,NA,3,1630,1
21564,2008-08-22T01:24:34Z,NA,NA,150,156,15
21574,2008-08-22T01:32:54Z,NA,NA,97,757,4
21583,2008-08-22T01:35:33Z,NA,NA,32,1266,9
21589,2008-08-22T01:39:05Z,NA,NA,4,1328,2
21593,2008-08-22T01:40:06Z,NA,NA,1327,2399,25
21635,2008-08-22T02:13:38Z,NA,NA,3,361,3
21638,2008-08-22T02:15:41Z,2010-01-30T20:57:24Z,2010-10-21T05:55:46Z,5,NA,0
21639,2008-08-22T02:18:16Z,2009-11-30T15:20:37Z,2009-12-28T19:51:57Z,-2,NA,0
21640,2008-08-22T02:18:28Z,NA,NA,151,2076253,7
21647,2008-08-22T02:21:07Z,NA,NA,99,1630,7
21651,2008-08-22T02:26:26Z,NA,NA,5,2504504,5
21652,2008-08-22T02:47:44Z,NA,NA,9,1666,11
21669,2008-08-22T03:02:34Z,NA,NA,12,1448,7
21670,2008-08-22T03:04:08Z,2008-08-22T03:05:52Z,2008-08-24T15:27:17Z,1,NA,4
21674,2008-08-22T03:05:35Z,NA,2008-08-28T08:05:39Z,53,NA,0
21682,2008-08-22T03:07:40Z,NA,2008-08-24T15:27:08Z,0,NA,4
21697,2008-08-22T03:12:59Z,NA,NA,15,1894,3
21698,2008-08-22T03:13:07Z,NA,NA,1,1306,3
21715,2008-08-22T03:25:09Z,NA,NA,44,1965,18
21725,2008-08-22T03:31:48Z,2012-01-28T02:24:13Z,NA,162,2386,38
21738,2008-08-22T03:43:41Z,NA,NA,1,1471,3
21740,2008-08-22T03:45:40Z,NA,2008-08-24T15:36:17Z,1,NA,14
21749,2008-08-22T03:51:42Z,NA,NA,4,2219,5
21753,2008-08-22T03:58:10Z,NA,NA,0,2418,1
21766,2008-08-22T04:20:07Z,NA,NA,11,2424,4
21769,2008-08-22T04:22:40Z,NA,2008-08-24T15:26:47Z,0,NA,6
21774,2008-08-22T04:31:59Z,2010-11-01T12:39:01Z,2010-11-06T00:01:52Z,4,NA,0
21794,2008-08-22T04:53:24Z,NA,2008-08-24T15:19:23Z,14,NA,18
21817,2008-08-22T05:16:43Z,NA,NA,128,2238,13
21822,2008-08-22T05:19:09Z,NA,2008-08-24T15:26:56Z,0,NA,1
21830,2008-08-22T05:22:39Z,NA,NA,33,1265,1
21848,2008-08-22T05:39:54Z,NA,NA,95,2427,5
21857,2008-08-22T05:47:10Z,2015-06-08T18:14:26Z,2015-06-25T10:08:15Z,79,NA,22
21869,2008-08-22T06:04:43Z,NA,NA,3,861,9
21870,2008-08-22T06:07:29Z,NA,NA,29,150,4
21877,2008-08-22T06:14:06Z,NA,NA,13,932,6
21879,2008-08-22T06:15:39Z,2011-08-18T13:15:20Z,NA,11,1588,5
21880,2008-08-22T06:15:40Z,2010-11-01T12:39:31Z,2010-11-06T00:01:52Z,3,NA,0
21890,2008-08-22T06:27:11Z,NA,2008-08-24T15:39:08Z,2,NA,2
21894,2008-08-22T06:37:06Z,NA,2008-08-22T06:47:38Z,-1,NA,4
21908,2008-08-22T06:59:56Z,NA,NA,34,181,11
21912,2008-08-22T07:07:17Z,NA,NA,1,920,1
